jMRUI Data Textfile

Filename: NE.txt

PointsInDataset: 2048      
DatasetsInFile: 32        
SamplingInterval: 4.6512E-1 
ZeroOrderPhase: 2.925E-1  
BeginTime: 3.67E-1   
TransmitterFrequency: 1.278E8   
MagneticField: 3.0016E0  
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 32 in file
2.507E-4	-2.2234E-4	-4.045E-2	8.4736E-2
-1.5775E-4	-2.8609E-4	-3.3489E-2	8.3179E-2
7.5791E-5	-1.1717E-4	-2.5571E-2	7.7407E-2
9.2159E-5	1.8063E-4	-2.9285E-2	7.7422E-2
-2.7652E-4	-1.4025E-4	-3.0096E-2	7.7075E-2
3.7602E-5	-4.9836E-4	-2.6725E-2	7.681E-2
-4.3918E-5	-5.8041E-4	-2.1275E-2	7.8893E-2
-1.9025E-4	1.9286E-4	-2.1075E-2	7.5602E-2
-2.2261E-5	1.2181E-4	-1.545E-2	7.595E-2
-5.5233E-5	6.31E-6	-1.5604E-2	7.0099E-2
-1.4352E-4	2.1017E-4	-1.5495E-2	7.1592E-2
1.2113E-4	-2.2025E-6	-1.0634E-2	6.9581E-2
3.9771E-4	1.9797E-4	-1.1747E-2	6.3209E-2
2.9481E-4	2.4849E-4	-1.6067E-2	6.4014E-2
-8.9731E-5	1.6745E-4	-1.7153E-2	6.6536E-2
6.0655E-5	-7.3105E-5	-9.7132E-3	7.2683E-2
2.6652E-4	3.4387E-4	-4.5974E-3	6.7914E-2
4.7363E-4	-1.6686E-4	-3.2258E-3	6.7527E-2
1.1679E-4	-1.5345E-4	-4.3467E-4	6.507E-2
2.8327E-4	-4.7055E-4	2.9633E-3	5.9919E-2
1.6986E-4	2.4395E-4	1.3612E-3	5.9154E-2
7.7528E-5	-1.5452E-4	1.6234E-3	5.7533E-2
2.0282E-4	-1.4329E-4	1.5071E-3	5.757E-2
-7.403E-5	-1.2948E-4	3.6566E-3	5.384E-2
-1.1179E-4	-1.5363E-4	3.2059E-3	5.8459E-2
-1.2301E-5	1.6448E-5	7.471E-3	5.3197E-2
-4.6647E-6	3.0523E-4	7.9665E-3	5.3876E-2
-6.4004E-4	1.5644E-4	6.9029E-3	5.3955E-2
-4.9984E-5	1.8558E-4	1.2904E-2	4.9629E-2
-1.0757E-4	-2.5947E-4	1.1784E-2	4.9776E-2
-1.2192E-4	1.0179E-4	1.3576E-2	4.6665E-2
-5.819E-4	1.0523E-4	1.7138E-2	4.4717E-2
-3.4653E-4	1.4694E-4	1.9002E-2	3.8906E-2
1.8729E-5	1.3277E-4	1.5235E-2	3.9324E-2
8.609E-5	4.0865E-4	1.4185E-2	3.5239E-2
-1.2621E-4	-2.2662E-4	1.921E-2	3.7717E-2
-3.1263E-4	1.0671E-4	2.0425E-2	3.1303E-2
1.9309E-5	-3.05E-4	1.9795E-2	3.0297E-2
1.1636E-5	4.0335E-4	2.3647E-2	2.7998E-2
2.6509E-5	2.2965E-4	2.1365E-2	1.9058E-2
-9.2969E-5	3.7409E-4	1.6172E-2	2.0207E-2
1.7822E-4	3.1544E-4	1.1385E-2	1.3924E-2
1.7892E-4	1.9398E-4	9.6055E-3	1.9155E-2
1.1906E-5	3.6443E-4	1.1243E-2	2.1406E-2
-1.4963E-4	4.0984E-4	1.9273E-2	1.8109E-2
2.2236E-4	-1.3726E-4	1.7983E-2	1.0986E-2
2.0255E-4	2.4077E-4	1.5466E-2	1.0206E-2
-2.1419E-4	-2.1361E-4	1.474E-2	6.755E-3
-1.1246E-4	6.0611E-5	1.8735E-2	5.0996E-3
3.7379E-5	-1.6768E-4	1.7415E-2	-6.3244E-3
1.3293E-4	-2.4708E-4	9.5478E-3	-7.4937E-3
-5.3506E-5	-2.091E-4	4.234E-3	-7.7556E-3
-1.7986E-5	9.1422E-5	2.8593E-3	-5.5099E-3
2.1568E-4	-2.3314E-4	2.3919E-4	-7.8124E-3
1.1219E-4	-3.0282E-4	-1.0931E-3	-1.2191E-2
2.6341E-5	2.1498E-4	-6.392E-3	-1.0442E-2
5.403E-4	3.4454E-4	-9.382E-3	-8.1158E-3
6.9047E-5	3.7773E-5	-2.4675E-3	-6.4285E-3
1.7183E-4	5.6038E-5	-5.0614E-3	-1.6968E-2
4.7278E-4	2.849E-4	-1.4529E-2	-1.6877E-2
7.0718E-5	-1.1892E-4	-1.7155E-2	-1.3416E-2
-2.31E-4	4.272E-5	-2.0419E-2	-1.4565E-2
2.7067E-4	-7.7071E-6	-2.1739E-2	-1.0035E-2
4.6913E-4	-2.241E-4	-1.7942E-2	-1.0831E-2
7.4316E-5	-2.6473E-4	-1.6492E-2	-1.4815E-2
-4.4396E-4	-2.2636E-4	-2.6983E-2	-1.5401E-2
-2.7189E-4	-6.5665E-6	-2.4185E-2	-7.6359E-3
2.1086E-5	-3.562E-4	-2.2331E-2	-1.686E-2
-6.634E-4	3.2178E-4	-2.9448E-2	-1.8585E-2
-4.4958E-4	2.5621E-4	-3.1179E-2	-1.8848E-2
-2.0899E-4	1.1131E-4	-3.651E-2	-1.6589E-2
-2.6849E-4	4.0131E-4	-3.3439E-2	-1.8269E-2
-6.9381E-5	2.772E-4	-4.3083E-2	-2.3919E-2
6.8069E-5	1.2517E-4	-4.7287E-2	-1.6129E-2
-1.5809E-4	-2.6357E-5	-5.0438E-2	-1.3812E-2
3.1871E-5	-8.6103E-5	-4.6094E-2	-1.2193E-2
2.1884E-4	9.2144E-5	-5.1805E-2	-1.5289E-2
1.0736E-4	-3.4943E-4	-5.17E-2	-1.0969E-2
2.8768E-4	-1.1851E-4	-5.2668E-2	-1.4284E-2
1.7036E-4	-3.616E-4	-6.0083E-2	-2.018E-2
-1.4681E-4	-4.1786E-4	-6.7086E-2	-1.0195E-2
-3.0313E-4	-5.6232E-4	-6.7202E-2	-1.0653E-2
-1.3964E-4	-4.2734E-5	-6.9215E-2	-7.1842E-3
-1.9051E-4	-9.7198E-5	-7.3867E-2	-9.7811E-3
-2.9937E-4	9.1912E-5	-7.7912E-2	-2.6762E-3
-4.2821E-4	4.8585E-5	-8.0124E-2	2.8684E-3
3.6997E-4	-1.2821E-4	-7.9541E-2	3.486E-3
-2.8293E-4	4.6433E-4	-7.8949E-2	2.3219E-3
-1.648E-4	1.5456E-4	-8.9213E-2	7.2188E-3
-5.1672E-5	2.0345E-4	-8.8749E-2	1.5779E-2
2.2203E-5	1.0317E-4	-8.6626E-2	1.8831E-2
2.818E-4	-5.3077E-5	-8.1737E-2	2.0033E-2
8.3389E-5	1.2552E-4	-8.5246E-2	1.2766E-2
8.2873E-5	-8.1477E-5	-9.4363E-2	1.8968E-2
5.9148E-6	-2.5733E-5	-9.619E-2	2.347E-2
-3.6481E-5	-3.5251E-5	-9.6459E-2	2.7167E-2
4.2729E-5	1.5741E-4	-1.0168E-1	2.6503E-2
-3.0575E-4	3.1987E-5	-1.0943E-1	3.5857E-2
-1.9801E-4	1.5102E-4	-1.082E-1	4.9574E-2
-4.5882E-4	4.2178E-5	-1.0366E-1	5.5163E-2
-3.8581E-4	1.0803E-4	-9.4465E-2	5.941E-2
-1.1184E-4	4.3642E-4	-9.3762E-2	6.0623E-2
-1.5029E-4	2.6919E-4	-9.2226E-2	6.2151E-2
-1.085E-4	5.4298E-4	-8.7402E-2	6.1563E-2
9.257E-5	6.9916E-4	-9.2048E-2	5.8097E-2
2.2006E-4	1.7103E-4	-9.65E-2	6.2168E-2
2.2151E-4	2.3978E-4	-1.0152E-1	6.5116E-2
1.9657E-4	4.7495E-5	-1.0516E-1	7.9739E-2
2.7112E-4	6.4879E-5	-9.9744E-2	8.5684E-2
6.2804E-4	-2.0851E-4	-9.2697E-2	9.3026E-2
2.7732E-4	9.7732E-5	-8.8245E-2	9.2302E-2
4.4841E-4	-3.5934E-4	-8.7214E-2	9.3074E-2
4.0799E-4	-3.5549E-4	-8.9355E-2	9.6821E-2
1.2997E-4	-5.8772E-4	-8.9395E-2	1.0162E-1
2.9431E-5	-3.9104E-5	-8.9184E-2	1.1151E-1
7.0165E-5	-1.5513E-4	-7.7484E-2	1.2263E-1
-2.6557E-4	-1.7332E-4	-6.3777E-2	1.1562E-1
-1.6825E-4	-1.4658E-4	-7.0161E-2	1.121E-1
1.1875E-5	-2.1433E-4	-6.9808E-2	1.1429E-1
-1.5915E-6	2.9926E-4	-8.0556E-2	1.2608E-1
3.7655E-5	-9.5699E-5	-6.3478E-2	1.4812E-1
-2.4384E-4	1.3475E-4	-3.5388E-2	1.3757E-1
1.8123E-4	2.0142E-4	-4.057E-2	1.1632E-1
2.3245E-4	2.8241E-4	-6.1544E-2	1.1771E-1
4.551E-5	4.7839E-4	-6.6928E-2	1.4678E-1
3.0892E-5	-2.3594E-5	-2.6807E-2	1.6045E-1
3.532E-4	-6.3092E-6	-1.5704E-2	1.3129E-1
3.6203E-4	-5.2293E-5	-3.367E-2	1.2033E-1
1.2206E-4	-4.6721E-4	-5.8586E-2	1.3995E-1
-2.1292E-4	-6.2653E-4	-3.2494E-3	1.6539E-1
-2.0444E-4	-2.3094E-4	-2.829E-2	1.1208E-1
-2.5962E-4	-1.8696E-4	-3.7301E-2	1.4701E-1
-2.625E-4	9.6939E-5	-3.7348E-2	1.8517E-1
-1.3015E-4	-8.2827E-5	2.8587E-2	1.4355E-1
-4.5222E-4	-6.4868E-5	-2.68E-2	1.4987E-1
-3.5835E-4	4.2924E-4	-8.6168E-3	1.8455E-1
2.4925E-4	1.1138E-4	3.343E-2	1.5104E-1
2.3015E-4	1.2254E-4	6.8346E-3	1.7616E-1
3.4751E-4	5.355E-4	4.0602E-2	1.6899E-1
1.8777E-4	4.4413E-4	2.3271E-2	1.5926E-1
2.5276E-4	1.9108E-4	5.8066E-2	1.6189E-1
-3.9487E-6	-9.0021E-5	4.0489E-2	1.5077E-1
2.6156E-4	-5.2079E-5	4.3026E-2	1.4791E-1
2.7743E-4	-2.1912E-4	4.6968E-2	1.6213E-1
2.0835E-4	-4.4082E-5	5.5896E-2	1.7648E-1
2.4175E-4	-2.3239E-4	8.3141E-2	1.8116E-1
-9.3489E-6	-1.5357E-4	9.4563E-2	1.8602E-1
-4.0675E-5	-2.4566E-4	1.3692E-1	1.5234E-1
-2.3882E-4	-1.2775E-4	1.235E-1	1.5491E-1
-2.5633E-4	-8.7347E-5	1.7106E-1	1.4137E-1
-3.5178E-5	-1.165E-4	1.7056E-1	8.5217E-2
-7.4902E-5	3.3294E-4	1.3606E-1	7.8433E-2
-2.1619E-4	2.1541E-4	1.3443E-1	9.4841E-2
-1.5758E-4	1.4485E-4	1.5992E-1	9.141E-2
-1.8401E-5	2.8198E-4	1.8192E-1	7.7734E-2
-3.5161E-4	3.7361E-4	1.9134E-1	3.6938E-2
-5.4204E-5	3.4844E-4	1.7422E-1	6.8557E-3
4.6865E-4	7.4963E-5	1.5966E-1	-1.7043E-3
6.5153E-5	5.477E-6	1.4241E-1	-1.6155E-2
4.0989E-4	-1.8118E-4	1.3709E-1	-1.3191E-2
5.3578E-5	-5.9667E-4	1.3476E-1	-2.055E-2
6.1729E-5	-5.6376E-4	1.372E-1	-2.8168E-2
-2.1962E-4	-6.0339E-4	1.3222E-1	-4.9992E-2
-3.2759E-4	-5.6132E-6	1.1783E-1	-6.497E-2
-5.3272E-4	-1.2294E-4	1.013E-1	-6.2635E-2
-5.1625E-4	1.3972E-4	1.0525E-1	-7.1764E-2
-2.6861E-4	2.3209E-4	8.9998E-2	-8.9767E-2
-1.7236E-4	2.0727E-4	6.6449E-2	-9.4607E-2
-1.6076E-4	4.9562E-4	5.3212E-2	-9.0669E-2
2.6682E-4	6.9284E-4	4.299E-2	-8.4269E-2
1.3684E-4	2.0117E-4	4.7528E-2	-8.2852E-2
5.646E-4	2.9155E-4	3.7599E-2	-1.0331E-1
4.6153E-4	4.4117E-4	6.0611E-3	-1.0986E-1
5.8751E-4	-1.3331E-4	-5.9978E-3	-9.0471E-2
6.4894E-4	-8.3588E-5	-1.5007E-2	-8.7212E-2
7.6589E-4	-1.8469E-4	-1.6819E-2	-8.1967E-2
4.4706E-4	-1.2175E-4	-2.9486E-2	-8.2536E-2
-1.5765E-4	-1.1161E-4	-3.8583E-2	-7.3676E-2
-1.5623E-4	-1.7887E-4	-4.6493E-2	-7.2585E-2
5.0812E-5	-2.1615E-4	-5.7424E-2	-6.5004E-2
-3.5737E-5	-2.1671E-4	-6.681E-2	-5.4286E-2
-4.441E-4	-2.6548E-4	-6.6243E-2	-4.5965E-2
-3.0157E-4	1.7546E-4	-7.5272E-2	-3.8508E-2
-4.4629E-4	5.7437E-4	-8.2711E-2	-2.4486E-2
-3.8373E-4	6.6597E-6	-7.2941E-2	-7.419E-3
-6.3076E-6	1.9975E-4	-6.3196E-2	-7.0525E-3
9.6818E-6	2.6168E-4	-6.2445E-2	-9.9229E-3
4.0821E-4	-6.735E-5	-6.4577E-2	-1.4027E-2
5.0029E-4	-1.3335E-4	-7.7913E-2	-6.7185E-3
2.4641E-4	8.9971E-5	-7.8628E-2	6.8745E-3
4.4939E-4	-3.728E-4	-7.2721E-2	1.1488E-2
2.3765E-4	-4.7203E-5	-7.2461E-2	1.5906E-2
-4.3491E-4	-4.2645E-4	-6.4507E-2	2.1181E-2
1.3732E-4	-3.6584E-4	-6.2685E-2	1.8313E-2
-2.4983E-4	-3.5962E-4	-6.9656E-2	2.0439E-2
-3.0011E-4	-2.7555E-4	-6.2955E-2	3.4114E-2
-5.2669E-5	1.6117E-4	-5.1616E-2	2.9928E-2
-2.1648E-4	2.4036E-4	-5.4222E-2	1.9018E-2
-2.4576E-4	3.4718E-5	-6.2927E-2	2.1772E-2
-3.595E-4	1.6438E-4	-5.3309E-2	3.0799E-2
-1.0665E-5	1.0811E-4	-6.5542E-2	1.8404E-2
1.9089E-4	2.6349E-4	-5.4205E-2	3.5125E-2
3.6595E-4	7.0365E-4	-5.3882E-2	1.9263E-2
3.9792E-4	2.2057E-4	-7.2019E-2	1.8128E-2
3.5134E-4	5.4524E-5	-6.8888E-2	3.9248E-2
1.5514E-4	-1.764E-4	-6.3467E-2	2.0382E-2
2.5275E-4	1.1841E-4	-7.4368E-2	3.1897E-2
4.2603E-4	-2.3621E-4	-8.0007E-2	3.3336E-2
1.2553E-4	-3.0663E-4	-7.1936E-2	5.1881E-2
3.6834E-5	-1.1991E-4	-7.1009E-2	3.3095E-2
-1.6011E-5	-1.5802E-4	-7.0935E-2	5.0825E-2
-2.795E-4	2.3432E-4	-7.3312E-2	4.5143E-2
-7.4451E-5	1.6867E-4	-7.2804E-2	4.2215E-2
-3.4439E-4	1.1204E-4	-8.2559E-2	4.8983E-2
-7.7098E-5	1.6151E-5	-8.3144E-2	5.8747E-2
1.7504E-4	2.5128E-4	-7.2487E-2	6.2673E-2
-2.0887E-4	3.402E-4	-7.515E-2	6.3508E-2
-2.3112E-4	1.7107E-4	-7.6877E-2	5.7875E-2
1.2636E-4	-1.1079E-4	-8.3226E-2	6.9339E-2
1.6921E-4	1.3019E-4	-7.879E-2	7.7142E-2
4.1093E-4	-1.6976E-4	-7.013E-2	7.6851E-2
-2.0532E-4	-2.7566E-5	-7.4738E-2	7.5378E-2
-8.0189E-5	-1.1132E-4	-7.2549E-2	8.3211E-2
9.0409E-5	-2.2695E-4	-7.3081E-2	7.8143E-2
-1.6477E-4	-7.7517E-5	-7.4718E-2	9.5028E-2
-5.2958E-4	-1.8698E-4	-6.2244E-2	9.3784E-2
-3.0114E-4	-8.5324E-5	-6.8145E-2	8.8288E-2
-8.3372E-5	-8.3331E-5	-6.1009E-2	9.9088E-2
-3.0252E-4	2.2687E-4	-5.1526E-2	9.1838E-2
-5.0893E-5	-1.6556E-4	-6.2655E-2	8.9782E-2
1.502E-5	5.0441E-5	-5.6788E-2	9.7662E-2
5.4759E-5	9.7261E-5	-5.7875E-2	9.1483E-2
-5.4943E-6	4.6227E-4	-5.9313E-2	1.0041E-1
1.3253E-4	-1.7412E-4	-5.2604E-2	9.6865E-2
2.7491E-4	-2.6753E-4	-5.6505E-2	9.8482E-2
7.3576E-5	3.4475E-4	-5.5017E-2	9.719E-2
2.9185E-5	-1.6812E-5	-5.7941E-2	1.0104E-1
-1.4044E-4	1.4423E-4	-5.0763E-2	9.9984E-2
1.6223E-4	2.225E-4	-5.7642E-2	1.0141E-1
1.0264E-4	-3.619E-5	-5.5195E-2	1.0539E-1
2.2799E-4	1.9717E-4	-5.5432E-2	1.0651E-1
1.3819E-4	1.8925E-4	-6.0483E-2	1.1261E-1
3.3548E-4	4.821E-4	-5.051E-2	1.1472E-1
6.118E-5	1.6496E-4	-5.3622E-2	1.1532E-1
-1.6814E-4	3.7852E-4	-5.2651E-2	1.1884E-1
-5.761E-5	5.4614E-4	-4.8967E-2	1.2118E-1
5.195E-5	-1.4647E-4	-4.9866E-2	1.2343E-1
-7.0133E-5	7.7723E-5	-4.7441E-2	1.2714E-1
-1.2861E-4	1.0711E-4	-4.2261E-2	1.284E-1
4.7195E-5	-2.5197E-4	-3.7761E-2	1.3161E-1
1.0193E-4	-3.2786E-4	-3.5265E-2	1.2986E-1
3.8378E-5	-2.4803E-4	-3.5488E-2	1.265E-1
4.5931E-4	-2.7153E-4	-3.4144E-2	1.2599E-1
-6.7225E-6	-3.2903E-4	-3.3543E-2	1.3355E-1
-1.2655E-4	-3.2774E-4	-2.4566E-2	1.2979E-1
-2.5058E-4	-2.2043E-4	-2.4635E-2	1.2346E-1
1.7496E-4	2.1829E-4	-3.2421E-2	1.2195E-1
-4.3784E-4	1.7626E-4	-3.4297E-2	1.296E-1
-3.6772E-4	3.1259E-5	-3.1577E-2	1.2927E-1
-8.5366E-5	8.1203E-5	-3.1009E-2	1.3094E-1
4.0163E-4	-1.8288E-4	-3.318E-2	1.3169E-1
-7.2867E-6	2.6929E-5	-2.6255E-2	1.3016E-1
3.9845E-4	1.1955E-4	-3.3022E-2	1.2907E-1
2.2841E-5	1.6947E-6	-2.7326E-2	1.3348E-1
2.1157E-4	-2.1142E-4	-3.0483E-2	1.3162E-1
1.3683E-4	-5.4878E-4	-3.1201E-2	1.3531E-1
1.0958E-4	-3.1974E-5	-2.6669E-2	1.3341E-1
-1.3528E-4	-3.4284E-4	-3.0921E-2	1.3237E-1
1.599E-5	-2.1431E-4	-3.1779E-2	1.3395E-1
-4.3811E-4	-2.1306E-4	-3.6566E-2	1.3302E-1
-2.2122E-4	-1.8812E-4	-4.2954E-2	1.3579E-1
-6.3043E-4	1.1701E-4	-4.3161E-2	1.4496E-1
-2.5253E-4	1.2923E-4	-3.8389E-2	1.5342E-1
-3E-4	3.7774E-5	-3.8913E-2	1.4952E-1
-1.5539E-4	4.1891E-4	-4.0478E-2	1.4872E-1
7.4834E-5	-5.3746E-5	-4.5462E-2	1.5725E-1
-1.8322E-4	4.862E-4	-4.0817E-2	1.631E-1
2.2581E-4	3.1431E-4	-3.7563E-2	1.6289E-1
1.9418E-4	2.7023E-4	-3.9768E-2	1.6664E-1
2.374E-5	1.6603E-4	-3.883E-2	1.6498E-1
1.5645E-4	-2.4805E-5	-4.4829E-2	1.6892E-1
3.5918E-4	-1.6851E-4	-4.3349E-2	1.784E-1
4.1927E-4	-2.2657E-4	-4.4873E-2	1.8295E-1
-9.2372E-5	-1.3658E-4	-4.4522E-2	1.8362E-1
8.5111E-5	-3.281E-5	-4.5507E-2	1.9206E-1
-1.2069E-6	-5.7311E-5	-4.1157E-2	1.9908E-1
-1.1069E-4	-1.5242E-4	-3.7817E-2	2.0368E-1
-4.1026E-6	-8.4487E-5	-3.7914E-2	2.0473E-1
1.3234E-4	5.0204E-5	-4.0145E-2	2.096E-1
3.803E-4	-7.2539E-5	-3.6343E-2	2.1132E-1
-1.9367E-4	1.8165E-4	-3.969E-2	2.1769E-1
3.0965E-4	-1.9654E-4	-3.5649E-2	2.2203E-1
1.7283E-4	2.2577E-4	-4.188E-2	2.2643E-1
1.0671E-4	-1.7067E-4	-4.3406E-2	2.3539E-1
2.5173E-4	-1.6627E-4	-4.1481E-2	2.5151E-1
2.6534E-4	-3.0801E-4	-3.4947E-2	2.5861E-1
4.5628E-4	-4.9963E-4	-2.9584E-2	2.6459E-1
6.522E-5	-7.6591E-5	-2.7046E-2	2.6851E-1
1.3333E-4	-2.6245E-4	-2.6516E-2	2.7592E-1
-1.0123E-4	-4.3619E-4	-2.5566E-2	2.8264E-1
-5.1896E-5	-1.4743E-4	-1.9922E-2	2.9519E-1
-1.9766E-4	3.2798E-4	-1.9217E-2	3.0108E-1
-2.1947E-4	-1.3029E-4	-1.5183E-2	3.1141E-1
8.1363E-5	1.3769E-4	-1.0689E-2	3.2517E-1
6.4501E-6	-1.5137E-5	1.2322E-3	3.338E-1
1.8566E-4	-1.595E-6	7.2009E-3	3.3716E-1
-1.5449E-4	1.5979E-4	7.4794E-3	3.5033E-1
3.9548E-4	3.8719E-4	1.2285E-2	3.5737E-1
1.1749E-4	7.6648E-5	1.5603E-2	3.7122E-1
-9.5094E-7	1.726E-4	2.1608E-2	3.8994E-1
-1.074E-4	-9.1509E-5	4.266E-2	4.0459E-1
-1.4765E-4	-4.5479E-5	4.8092E-2	4.0804E-1
1.103E-5	1.4859E-4	5.7477E-2	4.1902E-1
2.6413E-5	-8.3824E-6	6.3001E-2	4.373E-1
-9.7562E-5	2.7482E-4	7.3005E-2	4.5267E-1
-2.3268E-4	2.126E-7	9.7859E-2	4.811E-1
-3.0034E-5	1.3763E-4	1.181E-1	4.8707E-1
-8.4331E-5	-9.7199E-5	1.3576E-1	4.9532E-1
1.3043E-4	2.4733E-5	1.5601E-1	5.1527E-1
2.2704E-4	2.565E-4	1.7795E-1	5.2437E-1
2.512E-4	-2.2958E-4	2.0329E-1	5.4156E-1
2.1227E-4	2.6526E-4	2.3087E-1	5.5115E-1
-1.0261E-4	1.4828E-5	2.5487E-1	5.6698E-1
-2.7907E-4	2.182E-4	2.9186E-1	5.8548E-1
7.5617E-5	-1.1949E-4	3.3393E-1	5.9609E-1
5.0665E-5	-5.2214E-5	3.9088E-1	5.9843E-1
-1.4669E-4	-4.4667E-4	4.2788E-1	5.7752E-1
-5.1681E-5	-6.9004E-4	4.5576E-1	5.8108E-1
2.4447E-4	-2.9596E-5	5.0009E-1	5.9003E-1
-1.0444E-4	-8.2397E-5	5.6503E-1	5.8597E-1
-2.7038E-4	6.4262E-5	6.2116E-1	5.6029E-1
-4.3461E-4	-8.4612E-5	6.7585E-1	5.2188E-1
-6.2562E-5	-8.3705E-6	7.0266E-1	4.8415E-1
-1.8135E-4	-2.3421E-4	7.4131E-1	4.6896E-1
-1.9977E-4	6.6308E-6	7.9243E-1	4.35E-1
5.5364E-5	-1.0447E-4	8.4851E-1	3.9705E-1
3.3856E-4	-2.7942E-4	8.9684E-1	3.2627E-1
-8.3882E-5	-1.4439E-4	9.162E-1	2.5862E-1
-2.9189E-4	6.8815E-5	9.2533E-1	2.054E-1
1.278E-4	3.8692E-5	9.5092E-1	1.6207E-1
3.6067E-5	-6.9303E-4	9.9122E-1	8.9362E-2
-3.0866E-4	4.9921E-5	9.8793E-1	-3.0587E-3
-1.5759E-4	4.3809E-5	9.7266E-1	-6.8376E-2
-4.936E-4	-7.8473E-5	9.5637E-1	-1.3011E-1
-5.4652E-4	2.487E-4	9.408E-1	-1.8787E-1
-2.1734E-4	2.3751E-4	9.2174E-1	-2.4513E-1
1.1169E-4	3.1168E-4	8.9758E-1	-3.0894E-1
1.0515E-4	4.3191E-4	8.6893E-1	-3.6873E-1
-3.5686E-4	3.5147E-4	8.1823E-1	-4.3241E-1
2.4976E-5	1.0032E-4	7.5876E-1	-4.6845E-1
2.3019E-4	-8.2282E-5	7.1611E-1	-4.9356E-1
1.0841E-4	1.5739E-4	6.7594E-1	-5.2484E-1
6.0779E-4	2.8455E-4	6.2899E-1	-5.587E-1
2.3237E-4	-3.5679E-4	5.701E-1	-5.8499E-1
3.0375E-4	-2.4467E-4	5.1557E-1	-5.9341E-1
3.2925E-4	-4.6672E-4	4.6524E-1	-6.0288E-1
1.7647E-4	-2.4563E-4	4.1448E-1	-6.1422E-1
-3.762E-4	-4.8294E-4	3.5613E-1	-6.0052E-1
-1.2986E-4	-2.0978E-4	3.2136E-1	-5.8843E-1
-3.3561E-4	1.9747E-4	2.8398E-1	-5.8408E-1
-2.588E-5	-5.2721E-5	2.431E-1	-5.7609E-1
-9.5628E-5	-1.649E-5	2.0502E-1	-5.618E-1
7.9684E-5	1.0047E-4	1.7493E-1	-5.3582E-1
-8.6581E-5	2.1774E-4	1.4964E-1	-5.1926E-1
7.7857E-5	1.0184E-4	1.2845E-1	-5.0555E-1
-1.3706E-4	-1.3792E-4	1.0351E-1	-4.8838E-1
1.2406E-4	1.298E-4	8.2848E-2	-4.6337E-1
-7.6983E-5	5.8892E-5	6.7243E-2	-4.4604E-1
1.4335E-4	-1.3143E-4	5.744E-2	-4.28E-1
-5.5547E-5	-3.3069E-4	3.9299E-2	-4.1271E-1
-1.3019E-4	-1.6519E-4	3.1172E-2	-3.8774E-1
-6.4753E-5	-7.0076E-5	2.6544E-2	-3.744E-1
-2.5011E-4	-3.8352E-4	2.2412E-2	-3.5988E-1
-3.1864E-4	-3.8418E-4	1.5034E-2	-3.4856E-1
-6.7298E-4	1.6775E-4	5.5767E-3	-3.341E-1
-8.1451E-4	2.9375E-4	4.4517E-3	-3.1194E-1
-4.9821E-4	-7.214E-5	5.7299E-3	-3.0797E-1
2.3927E-5	4.9613E-4	2.5853E-3	-2.983E-1
1.3617E-4	8.3071E-4	2.2858E-3	-2.9091E-1
3.8425E-4	9.0357E-4	-3.5039E-3	-2.8298E-1
4.6278E-4	3.2204E-4	-8.1129E-3	-2.72E-1
2.1158E-4	1.4153E-4	-7.0266E-3	-2.6157E-1
6.0974E-4	3.8048E-4	-7.5235E-3	-2.5287E-1
3.479E-4	-1.5722E-4	-9.6095E-3	-2.5158E-1
4.0149E-4	-2.4832E-4	-1.6629E-2	-2.4166E-1
1.5811E-4	-9.3225E-4	-1.5302E-2	-2.3201E-1
-1.6266E-4	-3.0004E-4	-1.408E-2	-2.2338E-1
-2.2709E-4	-2.9675E-4	-1.3669E-2	-2.1801E-1
-1.8229E-4	-8.3581E-4	-8.8232E-3	-2.1069E-1
-2.2484E-4	-1.5268E-4	-8.781E-3	-2.1412E-1
-1.1801E-4	-4.0969E-4	-1.3565E-2	-2.0659E-1
-3.2246E-4	-2.0344E-5	-1.1144E-2	-2.033E-1
-8.7167E-5	5.9576E-5	-1.5287E-2	-1.985E-1
-7.5468E-5	1.7165E-4	-1.3229E-2	-1.9183E-1
2.2586E-4	2.9979E-4	-1.0092E-2	-1.9102E-1
1.4432E-4	4.1453E-4	-1.2901E-2	-1.9029E-1
1.3276E-4	6.5405E-4	-1.5174E-2	-1.8692E-1
6.5445E-4	-3.1934E-5	-1.5263E-2	-1.8295E-1
9.5509E-5	-1.0791E-4	-1.8229E-2	-1.763E-1
-7.3093E-6	-6.333E-4	-1.4897E-2	-1.7893E-1
3.3344E-4	-1.5302E-4	-2.2607E-2	-1.7587E-1
-2.1487E-4	-2.1084E-4	-2.0958E-2	-1.6748E-1
-3.92E-5	-3.6167E-4	-2.293E-2	-1.6454E-1
2.8224E-5	-3.7461E-4	-1.9775E-2	-1.625E-1
-5.196E-4	-2.4658E-4	-1.8312E-2	-1.6275E-1
-5.123E-4	-1.2029E-4	-2.479E-2	-1.6301E-1
-4.3779E-4	-7.8554E-5	-2.953E-2	-1.5659E-1
-5.0159E-4	3.3826E-4	-2.9889E-2	-1.4784E-1
-9.2975E-4	3.482E-4	-2.7256E-2	-1.4373E-1
