jMRUI Data Textfile

Filename: NE.txt

PointsInDataset: 2048      
DatasetsInFile: 32        
SamplingInterval: 4.6512E-1 
ZeroOrderPhase: 2.925E-1  
BeginTime: 3.67E-1   
TransmitterFrequency: 1.278E8   
MagneticField: 3.0016E0  
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 32 in file
-2.6834E-4	-8.1903E-5	-1.15E-2	1.9556E-3
-3.3104E-4	-5.0477E-4	-1.281E-2	1.1352E-3
-1.2987E-4	2.8258E-4	-1.2078E-2	4.5132E-3
-2.3988E-4	2.6686E-4	-1.0887E-2	3.764E-3
5.4494E-5	5.5967E-4	-1.4179E-2	3.4092E-3
2.7641E-4	7.5566E-5	-6.3717E-3	5.4843E-3
1.0288E-4	1.7594E-4	-1.139E-2	6.0824E-4
1.7416E-4	1.8964E-4	-1.2477E-2	2.9988E-3
3.4936E-4	1.7524E-4	-9.4473E-3	2.6385E-3
3.1732E-4	9.0369E-5	-1.2252E-2	1.4081E-3
1.1175E-4	-9.8319E-5	-1.5275E-2	2.9046E-3
3.2433E-4	1.5348E-4	-1.2923E-2	1.5445E-3
6.1184E-5	-2.9864E-4	-1.3633E-2	5.3615E-3
-1.9567E-4	-1.5265E-4	-1.2113E-2	3.1516E-3
1.0926E-4	-1.6518E-4	-1.2258E-2	5.495E-3
-2.3023E-4	1.0533E-4	-1.4295E-2	2.3966E-3
-1.5414E-5	-1.3255E-4	-1.2444E-2	6.9852E-3
-1.9736E-4	-1.317E-4	-6.0961E-3	2.5771E-3
-2.9617E-5	3.0454E-4	-1.0815E-2	1.9285E-4
-3.7797E-4	3.9534E-4	-9.3873E-3	6.7451E-4
4.2962E-4	6.3486E-4	-1.6583E-2	-7.9351E-4
-1.6942E-4	1.82E-4	-1.7695E-2	3.6398E-3
1.8402E-5	2.9242E-4	-1.6233E-2	3.6918E-3
1.7808E-4	-1.0343E-4	-1.3787E-2	8.5345E-4
3.8815E-4	1.5656E-4	-2.1631E-2	7.1704E-3
1.3935E-4	-4.3948E-5	-1.4577E-2	1.0541E-2
2.5126E-4	-4.1191E-5	-1.0794E-2	8.0002E-3
1.0798E-4	-4.0685E-4	-1.3463E-2	5.8141E-3
-5.8255E-5	-3.0774E-4	-1.228E-2	5.3113E-3
7.9509E-5	-1.1755E-5	-1.1629E-2	6.0699E-3
-1.2741E-4	5.6141E-5	-1.2723E-2	7.1377E-3
-3.2305E-4	8.4305E-5	-1.303E-2	4.8903E-3
-8.3513E-5	-1.3543E-4	-1.5497E-2	5.2098E-3
-1.0171E-4	-1.2136E-4	-1.5125E-2	9.2747E-3
-1.2428E-4	-1.0423E-4	-1.2834E-2	1.2839E-2
1.4158E-4	-1.9188E-5	-1.0111E-2	8.3941E-3
1.9447E-4	3.6418E-4	-8.9756E-3	7.5704E-3
2.4439E-4	2.3331E-5	-1.2545E-2	6.2644E-3
6.304E-5	2.8858E-4	-9.9957E-3	9.5371E-3
-2.5766E-5	5.1951E-5	-9.4182E-3	1.0505E-2
7.0801E-4	-7.8025E-5	-8.7847E-3	6.2576E-3
2.3619E-4	-1.0964E-4	-9.0771E-3	6.4757E-3
1.8579E-4	-1.5213E-4	-8.9891E-3	5.3799E-3
9.5608E-5	-2.824E-4	-1.1719E-2	3.6445E-3
1.2305E-4	-3.1793E-4	-1.3386E-2	1.0149E-2
1.9784E-4	-3.7326E-4	-6.3058E-3	7.7041E-3
-9.8657E-5	-4.9562E-4	-5.758E-3	4.3237E-3
-1.4127E-4	6.1973E-5	-1.1645E-2	1.202E-3
-2.6048E-4	-1.9927E-4	-1.5198E-2	5.3114E-3
-4.5036E-4	6.2065E-5	-1.0899E-2	1.0494E-2
-4.2703E-4	1.1786E-4	-8.1989E-3	6.3362E-3
-1.6543E-4	1.9607E-4	-1.1265E-2	4.4503E-3
-3.5447E-5	4.3862E-4	-1.1918E-2	5.9E-3
7.6035E-6	4.0289E-4	-7.4915E-3	1.2025E-2
8.3902E-5	3.841E-4	-8.7783E-3	2.1169E-3
4.0811E-4	1.7807E-4	-1.4514E-2	4.5205E-3
1.9823E-4	2.2135E-4	-1.2243E-2	1.1218E-2
3.0491E-4	-9.3801E-5	-7.41E-3	9.1849E-3
4.8053E-4	-4.5964E-4	-9.2457E-3	6.146E-3
2.0825E-4	-2.0565E-4	-8.3999E-3	7.7735E-3
6.4897E-5	-2.7952E-4	-1.0308E-2	7.5609E-3
1.8288E-4	-5.2681E-4	-7.44E-3	7.7344E-3
-2.4459E-4	-3.3214E-5	-9.0795E-3	4.623E-3
-9.5967E-5	-4.9391E-5	-7.948E-3	9.0509E-3
-4.3072E-4	-1.4678E-4	-7.9059E-3	5.1803E-3
-4.1323E-4	-1.2646E-5	-6.9783E-3	5.0855E-3
-1.2042E-4	4.1811E-5	-9.2719E-3	4.8367E-3
-1.2613E-4	2.8759E-4	-9.9425E-3	7.2891E-3
-2.0384E-6	2.9128E-4	-7.6926E-3	5.2401E-3
1.0456E-4	3.5164E-4	-1.1458E-2	7.7104E-3
5.8162E-4	3.0047E-4	-7.2603E-3	6.3977E-3
-3.4399E-5	1.7413E-4	-1.0215E-2	5.69E-3
3.8485E-4	8.5835E-5	-1.0125E-2	3.99E-3
7.6352E-5	5.4433E-5	-1.6463E-2	6.9555E-3
1.2985E-5	-2.5858E-4	-1.0763E-2	1.0155E-2
-1.3416E-4	-1.9797E-4	-1.1285E-2	1.12E-2
2.465E-4	-2.9913E-4	-7.0702E-3	1.3916E-2
-3.6028E-5	-3.0632E-4	-3.9472E-3	8.8489E-3
-2.2044E-4	-2.5317E-4	-5.6466E-3	8.1927E-3
-9.6793E-6	-2.9129E-4	-7.6103E-3	4.7125E-3
-2.509E-4	-4.7905E-4	-8.4185E-3	8.1304E-3
-3.1789E-4	-1.6E-4	-8.4947E-3	5.6125E-3
-4.8675E-4	-1.616E-4	-1.2676E-2	8.1784E-3
4.3021E-5	-7.3997E-6	-8.7195E-3	1.245E-2
-1.5945E-4	-1.2248E-4	-5.1614E-3	1.1929E-2
2.2482E-4	1.757E-4	-4.0428E-3	1.0059E-2
3.6106E-4	1.8414E-4	-3.7319E-3	6.8273E-3
-4.5462E-5	1.6377E-4	-4.3226E-3	2.2596E-3
1.9998E-4	1.0455E-4	-1.123E-2	3.8202E-3
4.1784E-4	-1.4657E-4	-1.0568E-2	1.059E-2
-3.7007E-5	-1.2993E-4	-7.986E-3	1.1879E-2
2.128E-4	-4.2984E-5	-6.0804E-4	1.0071E-2
3.2196E-4	-1.1053E-4	-5.0827E-3	3.17E-3
3.8031E-4	-3.4713E-4	-6.7401E-3	6.5087E-3
-1.7792E-4	-1.5898E-4	-2.6582E-3	8.5364E-3
-5.8362E-5	-1.5453E-4	-6.1396E-3	3.4275E-3
-3.0704E-4	-1.22E-4	-7.4629E-3	2.7735E-3
-2.0471E-4	-2.6022E-4	-7.3832E-3	3.3627E-3
-2.8426E-4	1.0868E-5	-7.5924E-3	6.9012E-3
-3.3472E-4	1.7589E-4	-9.5405E-3	6.7703E-3
-2.4147E-4	2.9758E-4	-6.5863E-3	2.1914E-3
-1.4936E-4	2.8479E-4	-1.2776E-2	3.4771E-3
5.7849E-5	-6.5562E-5	-1.2319E-2	8.4073E-3
1.55E-5	-5.522E-5	-1.0907E-2	1.0571E-2
-2.3875E-4	1.6886E-5	-7.5608E-3	1.0881E-2
8.1789E-5	-5.1435E-7	-7.1041E-3	1.223E-2
2.1624E-4	-9.7663E-5	-2.6473E-3	7.5655E-3
1.0016E-4	-4.7479E-4	-8.2318E-3	9.27E-3
-1.0659E-4	-4.5989E-4	-2.935E-3	8.4925E-3
-1.3099E-4	-1.9609E-4	-5.2112E-3	4.1692E-3
9.683E-5	-1.6768E-4	-5.4766E-3	5.9356E-3
-2.9511E-4	3.1307E-4	-5.5507E-3	5.7336E-3
-2.6635E-4	-1.9467E-4	-5.6811E-3	2.1664E-3
-8.6816E-4	1.5225E-4	-1.0139E-2	2.6403E-3
-1.4392E-4	-2.6559E-4	-1.3359E-2	7.6316E-3
-2.6411E-5	1.3457E-4	-9.6055E-3	1.2244E-2
1.1279E-4	2.584E-4	-5.6812E-3	9.8069E-3
-1.86E-5	3.6712E-4	-4.6199E-3	1.1762E-2
2.0337E-4	2.2614E-4	-3.2947E-3	8.9881E-3
8.799E-5	1.1402E-4	-6.0894E-3	5.8902E-3
3.7983E-4	9.4282E-5	-6.491E-3	1.0557E-2
4.6382E-4	-1.9541E-4	-2.7464E-3	8.4007E-3
4.7635E-4	2.0765E-4	-1.4876E-3	8.1156E-3
1.6737E-5	-3.6201E-6	-3.902E-3	4.7552E-3
2.4042E-4	1.1941E-4	-4.0627E-3	5.5969E-3
3.8615E-4	-2.9354E-4	-5.0253E-3	7.3485E-3
-3.011E-4	-2.1823E-4	-3.3626E-3	6.7633E-3
-6.4328E-4	1.6655E-4	-6.6947E-4	7.7948E-3
-1.0503E-4	4.3233E-5	-6.1149E-4	-1.0812E-3
-2.7861E-4	-2.1346E-4	-1.0501E-2	9.5703E-4
-1.7612E-4	-1.7824E-5	-5.9153E-3	5.3697E-3
-2.6482E-4	4.229E-4	-9.9235E-3	3.7256E-3
-1.3361E-4	1.945E-5	-5.9942E-3	1.1352E-2
-2.0992E-4	3.7737E-5	-2.2975E-3	3.5617E-3
-9.8649E-7	6.684E-5	-4.2161E-3	-7.9036E-4
2.6369E-4	1.7889E-4	-1.0341E-2	2.7302E-3
1.0444E-4	4.2086E-4	-1.2381E-2	5.6993E-3
3.2032E-4	-7.3269E-5	-8.3121E-3	3.8344E-3
3.5105E-4	-7.7462E-5	-1.0404E-2	8.2564E-3
3.317E-4	1.6662E-4	-1.0223E-2	4.2323E-3
7.7107E-5	-5.4545E-4	-1.0519E-2	9.7394E-3
-1.7647E-5	2.7655E-4	-1.1033E-2	8.572E-3
3.6461E-6	-1.7386E-4	-8.597E-3	1.246E-2
-6.9475E-5	-3.6416E-4	-3.6326E-3	1.1641E-2
-4.4238E-4	1.7255E-4	-5.5128E-3	8.842E-3
-5.0912E-4	-6.5834E-5	-6.796E-3	7.7578E-3
-5.197E-4	1.5977E-4	-6.2025E-3	9.3513E-3
1.9278E-4	3.0637E-4	-7.2431E-3	6.5254E-3
-6.2209E-5	2.6411E-4	-1.1612E-2	7.6173E-3
-1.7144E-4	1.5007E-4	-8.3209E-3	1.5086E-2
1.0053E-4	5.3569E-4	-1.7531E-3	1.3387E-2
3.5681E-4	4.4241E-4	1.0369E-3	8.0928E-3
-8.95E-5	2.8688E-4	-2.4074E-3	7.6803E-3
2.2117E-4	4.1775E-4	-2.4076E-3	4.7327E-3
2.3357E-4	5.0569E-5	-6.3954E-3	5.4493E-3
1.6751E-4	-5.6824E-4	-6.5528E-3	1.0125E-2
3.8042E-4	1.903E-4	-3.8473E-3	9.622E-3
2.2602E-4	1.3888E-4	-3.3581E-4	7.6548E-3
-3.1268E-5	5.5978E-5	-3.1079E-3	4.6704E-3
-3.2333E-4	-1.6062E-4	-6.1469E-3	5.0404E-3
5.0114E-5	-1.9223E-4	-5.567E-3	6.1861E-3
-2.6317E-4	-1.8066E-4	-4.0146E-3	4.4611E-3
-7.893E-5	-2.2226E-4	-8.1286E-3	6.8527E-3
-3.1648E-4	5.7698E-5	-5.3608E-3	7.4013E-3
-2.6568E-4	2.32E-4	-6.2873E-3	6.9734E-3
-1.7667E-4	4.0927E-4	-7.5453E-3	5.8025E-3
-3.3518E-4	5.5215E-4	-7.4885E-3	7.4393E-3
3.5391E-5	2.6984E-4	-7.952E-3	8.2102E-3
-1.8126E-5	-2.184E-4	-6.8637E-3	1.0019E-2
-1.0196E-5	1.2523E-4	-8.5896E-3	8.2165E-3
4.0156E-4	2.8629E-4	-8.0026E-3	1.261E-2
2.5391E-4	1.5441E-4	-2.0406E-3	1.0535E-2
3.9401E-6	-4.1086E-5	-3.6634E-3	6.2376E-3
2.2935E-4	-3.0088E-4	-8.9215E-3	8.6236E-3
-3.9196E-5	-3.4271E-4	-7.3426E-3	1.1832E-2
1.593E-4	-3.3224E-4	-4.13E-3	1.4868E-2
-2.4788E-4	-3.8907E-4	2.0442E-3	1.2599E-2
-6.228E-5	-7.2317E-5	7.8464E-4	9.0653E-3
-5.1541E-4	5.6857E-5	-1.3415E-3	3.8934E-3
-2.6894E-4	-3.9156E-4	-7.0052E-3	7.6701E-3
-1.5089E-4	-3.5673E-5	-2.6787E-3	5.9478E-3
-1.0694E-4	1.2527E-4	-7.1045E-3	7.1885E-3
-8.5785E-5	2.8497E-5	-4.8783E-3	9.0343E-3
-1.0264E-4	5.6323E-4	-2.3175E-3	7.5287E-3
-1.2564E-4	1.3426E-4	-7.1601E-3	5.4016E-3
3.2326E-4	8.4262E-5	-5.5586E-3	1.0712E-2
1.346E-4	1.9666E-4	-4.7569E-3	5.8363E-3
4.2144E-4	-4.1247E-5	-8.7073E-3	9.5504E-3
5.0383E-4	-1.5312E-4	-5.7569E-3	1.3264E-2
8.738E-5	-4.4043E-4	-3.1506E-3	9.6886E-3
1.081E-6	-7.2592E-5	-8.1733E-3	1.1057E-2
-3.519E-5	-1.0442E-4	-3.0162E-3	1.7278E-2
1.8723E-5	-2.7663E-4	1.7954E-3	1.2957E-2
-4.3788E-4	-2.2326E-4	2.0149E-3	1.0008E-2
-2.1673E-4	1.9692E-4	-8.7133E-4	6.9968E-3
-6.8333E-6	1.2883E-4	-2.9028E-3	8.7479E-3
-4.0763E-4	3.1223E-4	-1.1005E-3	1.1973E-2
-1.8537E-4	2.2385E-4	2.5505E-4	6.6228E-3
-1.7675E-4	-2.0822E-4	-4.2477E-3	5.1676E-3
-1.3419E-6	7.3437E-6	-3.4993E-3	1.1178E-2
-2.3036E-5	2.6504E-4	-2.9758E-5	1.2184E-2
-1.2175E-4	4.5091E-4	2.3172E-3	6.9986E-3
4.8863E-5	2.4418E-4	1.7119E-3	8.3239E-3
1.4723E-4	-1.3404E-4	3.1871E-4	4.0421E-3
2.2859E-4	2.5663E-4	-1.1687E-3	6.9362E-3
-5.435E-6	-4.2214E-5	-2.4105E-4	4.3484E-3
1.7212E-4	-2.5245E-5	-3.8961E-3	3.3957E-3
3.7902E-4	-2.1132E-4	-3.1042E-3	6.2157E-3
-1.4944E-4	-4.1698E-4	-5.3727E-3	4.4747E-3
-4.5123E-4	-9.1142E-5	-4.649E-3	7.734E-3
-3.0342E-4	-3.8528E-4	-4.4203E-3	9.7581E-3
-4.8739E-4	-3.6869E-6	-4.9344E-3	1.1459E-2
-2.2808E-4	-3.2014E-4	8.5265E-4	9.0172E-3
-3.0217E-4	3.3581E-4	6.965E-4	7.0883E-3
1.0476E-4	6.9039E-5	-7.0704E-4	2.5079E-3
-1.1075E-4	-3.281E-4	-6.5524E-3	3.6692E-3
1.8637E-4	3.7871E-4	-6.5782E-3	7.6938E-3
1.2338E-4	1.2241E-4	-5.0423E-3	5.3728E-3
1.2963E-4	3.2607E-4	-1.136E-2	1.1397E-2
2.269E-5	1.3986E-6	-5.4484E-3	1.4254E-2
1.9603E-4	9.1428E-5	-1.0747E-3	1.1113E-2
3.913E-4	7.9288E-5	-5.0642E-3	1.5108E-2
-1.8921E-4	1.8363E-4	-3.3193E-5	1.3384E-2
7.087E-5	-2.5662E-4	3.2136E-3	1.3307E-2
1.1732E-4	-1.6391E-4	5.6804E-3	9.0959E-3
1.5772E-4	-1.9522E-4	1.1328E-3	7.4262E-3
-2.6995E-4	1.9338E-4	1.9177E-3	6.5587E-3
8.205E-5	3.2385E-5	3.5987E-3	6.2494E-3
-8.2534E-6	-1.3144E-4	-6.9902E-4	3.5621E-3
-4.9147E-4	-1.0123E-4	2.2534E-5	3.4145E-3
-1.6704E-5	-2.0943E-5	-5.0444E-3	1.0444E-2
-1.0468E-4	1.121E-4	2.549E-3	9.7542E-3
2.1746E-4	2.5127E-4	9.5125E-4	3.1212E-3
1.3542E-4	4.3009E-4	-3.4384E-3	3.4322E-3
5.4208E-4	1.1234E-4	-1.7584E-3	5.2516E-3
3.6919E-4	4.1954E-4	-8.3263E-3	4.1296E-3
-8.2936E-7	1.4065E-4	-5.5022E-3	1.1727E-2
1.9314E-4	-4.4488E-4	-1.0711E-3	1.1938E-2
2.8487E-4	-2.7627E-4	-3.5299E-4	1.0522E-2
1.5972E-5	-1.2152E-4	8.3887E-4	6.484E-3
2.1936E-4	8.2899E-6	-1.7773E-3	6.1057E-3
-3.6475E-5	-7.7137E-5	-4.1102E-3	7.3055E-3
-2.6423E-4	1.9033E-4	-1.2896E-3	9.4684E-3
-4.92E-4	1.2603E-5	-2.1841E-3	9.5533E-3
-9.953E-5	6.7937E-5	2.5775E-5	7.4933E-3
5.5419E-5	2.634E-5	-4.3031E-3	9.5884E-3
-1.4044E-4	3.8664E-5	2.1534E-3	8.9557E-3
1.7983E-4	2.0028E-4	-3.0129E-3	6.9025E-3
-1.0584E-4	2.6044E-4	-1.4675E-3	9.1821E-3
1.8454E-4	3.7713E-5	-8.4847E-4	9.1417E-3
7.2075E-5	-1.295E-4	-2.4751E-4	1.0666E-2
3.1922E-4	2.1409E-4	-1.1926E-3	5.1345E-3
2.5634E-4	-9.7347E-5	-2.8845E-3	7.5164E-3
3.7009E-4	7.1753E-5	-1.1603E-3	9.7384E-3
3.5499E-4	1.0788E-4	4.2625E-5	1.1042E-2
2.842E-4	-2.2367E-4	6.0871E-4	9.338E-3
1.4092E-4	-1.6265E-4	4.3647E-4	7.1539E-3
9.944E-7	-3.72E-4	-2.7398E-4	7.0952E-3
-3.9756E-4	6.1776E-5	-1.9571E-3	7.2994E-3
-6.384E-5	-2.0807E-5	1.4249E-3	1.1057E-2
6.1259E-5	-1.4509E-4	1.5079E-4	6.5803E-3
-9.2857E-5	3.1441E-4	2.8933E-5	1.2048E-2
-1.2392E-4	1.4198E-5	4.6269E-3	8.602E-3
-2.3656E-4	2.0261E-5	1.8572E-3	4.9582E-3
-1.2888E-4	2.1121E-4	1.0976E-3	8.075E-3
-1.7333E-5	3.4333E-4	5.5691E-4	7.9882E-3
1.132E-4	2.8556E-4	2.7238E-3	7.4691E-3
-2.0938E-4	3.6226E-5	3.2474E-3	5.8358E-3
-1.5427E-4	2.9816E-4	2.0547E-3	3.8575E-3
2.0365E-4	-5.6204E-5	4.7088E-4	4.7086E-3
1.1144E-4	-1.4585E-4	-9.5682E-4	4.1434E-3
1.8998E-4	-2.5884E-4	1.6636E-3	8.8846E-3
-9.4302E-6	6.3598E-5	3.5906E-3	2.5596E-3
-4.3712E-5	-2.2503E-4	-2.4967E-3	2.7322E-3
-6.3425E-5	-3.053E-4	-2.6616E-3	1.9099E-3
2.8736E-4	-2.0883E-4	-5.0306E-3	1.0531E-2
-2.5701E-4	-9.5562E-5	-1.2237E-3	7.2307E-3
-4.1597E-4	5.6136E-5	-2.9626E-3	6.2638E-3
-3.3488E-4	-7.447E-5	-2.583E-3	9.0481E-3
2.0728E-4	-3.0789E-4	-3.762E-3	6.9215E-3
-1.2812E-4	3.359E-5	-3.3402E-4	9.9882E-3
4.5872E-4	1.4941E-4	3.1516E-4	9.0807E-3
-1.0002E-4	3.4853E-4	9.6737E-4	7.978E-3
1.8443E-4	1.9693E-4	-1.1664E-3	7.5078E-3
2.6281E-4	-1.4578E-4	-8.8553E-4	6.6455E-3
1.0992E-4	1.2003E-4	-3.4062E-3	7.6101E-3
6.3763E-6	7.953E-6	-3.0206E-3	8.2206E-3
9.6433E-5	-3.1283E-4	-3.1542E-3	1.1355E-2
-1.7972E-4	-6.6259E-5	3.9696E-3	8.2522E-3
-5.2693E-4	1.127E-4	-1.3426E-3	7.5333E-3
1.6805E-4	-4.8888E-5	1.2039E-3	8.2786E-3
-4.7083E-4	-4.8881E-4	-1.3095E-3	6.6877E-3
-2.721E-4	-1.1E-4	-5.3201E-3	8.2825E-3
-4.4479E-4	-5.1693E-5	-1.4294E-3	1.367E-2
-1.9608E-4	-1.5318E-4	2.1193E-3	1.2337E-2
-1.5338E-4	6.0678E-5	1.8922E-3	1.2753E-2
1.4837E-4	9.1647E-6	2.9783E-3	1.0605E-2
-3.4969E-5	3.4082E-4	5.3385E-3	1.0247E-2
8.9034E-5	-6.3368E-5	5.2515E-3	5.9235E-3
1.962E-4	2.6094E-4	5.2848E-4	8.2146E-3
1.5427E-4	5.8468E-4	3.0196E-3	7.7034E-3
2.3442E-4	3.2462E-4	4.1892E-3	5.2181E-3
2.3657E-4	3.7002E-6	2.7609E-4	5.094E-3
-7.3246E-6	-1.0209E-4	-5.2535E-4	8.3544E-3
2.4376E-4	1.0622E-5	3.4906E-3	9.5517E-3
4.1559E-4	1.1276E-4	2.7979E-3	1.1127E-2
-2.0412E-4	1.2937E-4	8.3591E-3	5.9943E-3
-7.0971E-5	-2.3754E-4	2.5081E-3	2.536E-3
-2.9587E-4	2.0854E-5	6.131E-4	4.4833E-3
-1.2254E-4	-1.2033E-4	-2.9761E-3	4.2695E-3
1.1019E-5	-1.7014E-4	1.5131E-3	7.418E-3
-2.8068E-4	-1.4563E-4	7.9719E-4	4.3733E-3
2.0631E-4	-1.9097E-5	-1.9481E-3	8.5039E-3
2.2436E-4	4.5016E-5	-2.136E-3	8.9327E-3
-1.4709E-4	-1.5078E-4	-9.1251E-5	9.8688E-3
-2.132E-5	1.8822E-4	1.5066E-3	1.1474E-2
2.2691E-4	4.0064E-5	4.5174E-3	1.0306E-2
1.6914E-4	1.53E-5	4.4362E-3	7.7845E-3
4.539E-4	-4.7949E-5	3.5843E-3	5.4976E-3
1.6029E-4	-1.2634E-4	6.4945E-4	5.426E-3
-1.8323E-4	-6.1466E-4	1.9651E-3	7.9147E-3
1.4666E-4	1.9698E-4	2.5338E-3	5.0541E-3
-7.7027E-6	1.2133E-5	2.7007E-4	6.6189E-3
1.7643E-4	-1.2726E-4	-1.4375E-3	7.8659E-3
-9.3872E-5	-8.3814E-5	5.3988E-5	1.0572E-2
-2.1755E-4	5.0238E-5	2.7351E-3	1.093E-2
-2.1781E-4	-2.9366E-4	5.5675E-3	1.0358E-2
-2.8686E-4	2.8725E-4	4.8773E-3	6.1036E-3
-1.9466E-4	-1.1617E-4	3.8449E-3	5.6325E-3
-1.3862E-4	3.5182E-4	3.3863E-3	7.3249E-3
-2.6478E-4	4.125E-4	1.2092E-3	9.4064E-3
-2.8618E-4	3.5005E-4	5.3377E-3	8.3986E-3
-2.0237E-4	-1.3623E-4	4.9098E-3	8.6393E-3
1.382E-4	2.6305E-4	3.5625E-3	5.355E-3
4.5706E-6	3.1633E-4	3.358E-3	9.0332E-3
1.6448E-5	6.3117E-6	5.8838E-3	8.2072E-3
-5.6529E-5	-5.5429E-4	4.247E-3	6.8831E-3
4.2694E-5	3.3608E-5	6.2751E-3	8.3182E-3
-1.5334E-4	-1.809E-4	5.5413E-3	5.2657E-3
-1.6498E-5	-1.3253E-4	6.9992E-3	5.8407E-3
-8.1416E-5	-2.6869E-4	5.668E-3	2.5011E-3
-8.9143E-5	-2.9318E-5	2.8602E-3	5.0288E-3
-1.7841E-4	2.2725E-4	4.3415E-3	4.4695E-3
2.326E-4	-1.214E-4	3.1218E-3	3.918E-3
2.3675E-4	-4.3125E-5	5.8816E-4	5.7215E-3
-2.5524E-4	7.3196E-5	8.2595E-4	8.9402E-3
-7.8389E-5	8.9556E-5	5.9055E-3	9.2652E-3
6.9279E-5	1.4218E-4	5.9746E-3	3.8251E-3
8.6862E-5	2.9145E-4	4.2354E-3	7.75E-3
-1.5052E-4	3.7583E-4	7.2886E-3	6.6232E-3
Signal 30 out of 32 in file
9.5573E-3	-1.3091E-2	-8.129E-3	2.672E-3
2.3073E-2	-2.2259E-2	-6.3133E-3	1.9096E-3
2.7426E-2	-2.0553E-2	-1.0142E-2	-1.0586E-3
2.7231E-2	-1.6597E-2	-8.4314E-3	4.602E-3
2.5845E-2	-8.0929E-3	-8.1896E-3	-2.693E-4
2.6104E-2	2.4899E-3	-1.2923E-2	2.3686E-3
2.7002E-2	1.1206E-2	-1.0425E-2	6.6471E-3
2.7033E-2	1.6338E-2	-7.474E-3	4.7654E-3
2.3692E-2	1.9392E-2	-2.1644E-3	4.8359E-3
1.6897E-2	2.1885E-2	-7.0427E-3	-1.8293E-3
8.1701E-3	2.6193E-2	-9.7627E-3	2.8535E-3
1.8525E-3	3.1098E-2	-9.302E-3	1.6256E-3
-1.5351E-3	3.4647E-2	-6.3771E-3	6.7407E-3
-1.8949E-3	3.2908E-2	-6.4209E-3	7.5793E-4
-2.6594E-3	2.6283E-2	-8.2125E-3	2.3934E-3
-6.6834E-3	1.6219E-2	-7.2131E-3	4.8406E-3
-1.2257E-2	6.8708E-3	-8.1021E-3	3.8328E-3
-1.9699E-2	-5.8379E-4	-5.3298E-3	4.5592E-3
-2.4739E-2	-4.4624E-3	-4.6854E-3	1.5127E-3
-2.6569E-2	-7.4035E-3	-9.3304E-3	1.442E-3
-2.5203E-2	-9.9119E-3	-7.1089E-3	5.554E-3
-2.2582E-2	-1.3277E-2	-8.7514E-3	1.208E-3
-1.929E-2	-1.5718E-2	-6.2558E-3	6.0045E-3
-1.5321E-2	-1.7479E-2	-6.3557E-3	2.0803E-3
-1.1441E-2	-1.7223E-2	-9.1823E-3	5.7289E-3
-6.1074E-3	-1.6145E-2	-3.6297E-3	4.0986E-3
3.0908E-4	-1.4293E-2	-5.9694E-3	-5.5963E-4
6.0597E-3	-1.2201E-2	-8.3825E-3	3.8925E-3
1.0702E-2	-1.1245E-2	-7.5754E-3	4.2359E-3
1.4258E-2	-9.4145E-3	-7.8482E-3	4.1833E-3
1.5962E-2	-6.4579E-3	-9.1937E-3	6.6164E-3
1.6949E-2	-3.346E-3	-3.2526E-3	1.0595E-2
1.6874E-2	-8.0834E-4	7.5365E-4	6.7343E-3
1.6137E-2	1.7748E-3	-2.3803E-3	1.1395E-3
1.4504E-2	3.7347E-3	-5.363E-3	2.3649E-3
1.2155E-2	5.2679E-3	-5.8493E-3	5.0758E-3
8.8272E-3	6.254E-3	-1.8728E-3	4.7185E-3
5.0528E-3	7.3568E-3	-3.5841E-3	-4.6729E-4
1.5158E-3	7.6598E-3	-4.448E-3	3.2247E-3
-1.6781E-3	8.2069E-3	-8.5757E-3	9.6963E-4
-4.6783E-3	7.9895E-3	-3.9975E-3	6.8529E-3
-7.2373E-3	7.4401E-3	-3.5473E-3	4.2294E-3
-8.163E-3	6.4058E-3	-1.7552E-3	2.3536E-3
-9.256E-3	5.3248E-3	-1.6342E-3	8.5901E-4
-9.9359E-3	3.8729E-3	-5.3091E-3	2.6598E-4
-9.0991E-3	2.6704E-3	-5.8556E-3	1.7587E-3
-8.114E-3	1.1565E-3	-5.2923E-3	7.2689E-4
-6.2782E-3	-9.7182E-6	-4.8439E-3	1.8619E-4
-4.7158E-3	-1.4853E-3	-9.0673E-3	-1.6797E-3
-3.094E-3	-3.1135E-3	-9.8161E-3	2.685E-3
-1.5133E-3	-4.4145E-3	-7.1344E-3	5.9656E-3
-1.8697E-4	-4.8746E-3	-8E-3	2.3025E-3
1.0248E-3	-5.4767E-3	-6.3512E-3	7.8033E-3
2.4821E-3	-5.8651E-3	-3.004E-3	7.6386E-3
3.1178E-3	-5.5962E-3	-1.2854E-3	1.6864E-3
3.3974E-3	-5.1442E-3	-5.1042E-3	2.1867E-4
3.1718E-3	-4.1841E-3	-4.8188E-3	4.2223E-3
2.7576E-3	-2.783E-3	-7.7056E-4	4.7137E-3
2.6544E-3	-1.6497E-3	2.1867E-3	4.9567E-4
2.5816E-3	-7.2258E-4	-1.4838E-3	-3.5449E-3
1.6813E-3	4.5725E-4	-7.6586E-3	-4.2563E-3
